Ticket_Number,O_Violation_Location_Borough,O_Violation_Location_Block_No.,O_Violation_Location_Lot_No,O_Violation_Location_House_No.,O_Violation_Location_Street_Name,O_Violation_Location_City,O_Violation_Location_Zip_Code,O_Violation_Location_State_Name,Category (Gemini),Revised_Address (Gemini)
197991494,MANHATTAN,788,66,242,WEST 39 STREET,NEW YORK,10018,NEW YORK,Full Address,242 WEST 39 STREET
197999194,MANHATTAN,781,2,2,PENN PLAZA,NEW YORK,10121,NEW YORK,Full Address,2 PENN PLAZA
198009727,MANHATTAN,1012,26,209,WEST 40 STREET,NEW YORK,10018,NEW YORK,Full Address,209 WEST 40 STREET
198035238,MANHATTAN,1349,49,300,EAST 57 STREET,NEW YORK,10022,NEW YORK,Full Address,300 EAST 57 STREET
198050189,MANHATTAN,.,.,.,WEST 54 AND 8TH AVE,NEW YORK,.,NEW YORK,Intersection,WEST 54 AND 8TH AVE
198052059,MANHATTAN,1266,1,636,5 AVENUE,NEW YORK,10020,NEW YORK,Full Address,636 5 AVENUE
198052068,MANHATTAN,1266,1,636,5 AVENUE,NEW YORK,10020,NEW YORK,Full Address,636 5 AVENUE
198073572,MANHATTAN,73,10,89,SOUTH STREET,NEW YORK,10038,NEW YORK,Full Address,89 SOUTH STREET
198073600,MANHATTAN,73,10,89,SOUTH STREET,NEW YORK,10038,NEW YORK,Full Address,89 SOUTH STREET
198150920,MANHATTAN,.,.,.,LUDLOW AND STATNTON,NEW YORK,.,NEW YORK,Intersection,LUDLOW AND STATNTON
198161316,MANHATTAN,.,.,.,3RD AVENUE EAST 34 STREET,NEW YORK,.,NEW YORK,Insufficient Information,3RD AVENUE EAST 34 STREET
198164551,MANHATTAN,444,34,49,1 AVENUE,NEW YORK,10003,NEW YORK,Full Address,49 1 AVENUE
198169539,MANHATTAN,.,.,.,E 33 ST 2 AVE,NEW YORK,.,NEW YORK,Intersection,E 33 ST AND ST 2 AVE
198189081,MANHATTAN,1017,7501,1535,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1535 BROADWAY
198189090,MANHATTAN,1017,7501,1535,BROADWAY,NEW YORK,10036,NEW YORK,Full Address,1535 BROADWAY
198203601,MANHATTAN,.,.,.,INTERSECTIN OF E 17 ST AND I,NEW YORK,.,NEW YORK,Intersection,INTERSECTIN OF E 17 ST AND I
198211045,MANHATTAN,.,.,.,W 59 ST AND 11 AVE,NEW YORK,.,NEW YORK,Intersection,W 59 ST AND 11 AVE
198217920,MANHATTAN,1265,50,620,5 AVENUE,NEW YORK,10020,NEW YORK,Full Address,620 5 AVENUE
198218388,MANHATTAN,.,.,770,7 AVENUE,NEW YORK,10019,NEW YORK,Full Address,770 7 AVENUE
198218470,MANHATTAN,1021,19,1619,BROADWAY,NEW YORK,10019,NEW YORK,Full Address,1619 BROADWAY
198219780,MANHATTAN,.,.,.,EAST 45TH ST AND 5TH AVENUE,NEW YORK,.,NEW YORK,Intersection,EAST 45TH ST AND 5TH AVENUE
198226088,MANHATTAN,.,.,.,E 48 ST 5 AVE,NEW YORK,.,NEW YORK,Intersection,E 48 ST AND ST 5 AVE
198233265,MANHATTAN,2121,37,2110,AMSTERDAM AVENUE,NEW YORK,10032,NEW YORK,Full Address,2110 AMSTERDAM AVENUE
198235539,MANHATTAN,.,.,.,W 165 STREET AUDOBON AVE,NEW YORK,.,NEW YORK,Intersection,W 165 ST AND STREET AUDOBON AVE
198237261,MANHATTAN,.,.,.,WEST 177 ST FT WASHINGTON,NEW YORK,.,NEW YORK,Intersection,WEST 177 ST AND ST FT WASHINGTON
198245769,MANHATTAN,.,.,.,W 141 STREET 8TH AVENUE,NEW YORK,.,NEW YORK,Intersection,W 141 ST AND STREET 8TH AVENUE
198394635,MANHATTAN,.,.,.,BROADWAY BENNET AVE,NEW YORK,.,NEW YORK,Intersection,BROADWAY AND BENNET AVE
198461066,MANHATTAN,.,.,.,LEXINGTON AVE E 83 ST,NEW YORK,.,NEW YORK,Intersection,LEXINGTON AVE AND E 83 ST
198465603,MANHATTAN,1514,39,186,EAST 86 STREET,NEW YORK,10028,NEW YORK,Full Address,186 EAST 86 STREET
198470544,MANHATTAN,.,.,.,N B MADISON AVE W B EAST 93,NEW YORK,.,NEW YORK,Intersection,MADISON AVE AND W B EAST 93
198493974,MANHATTAN,.,.,.,WEST 135 ST AMSTERDAM,NEW YORK,.,NEW YORK,Intersection,WEST 135 ST AND ST AMSTERDAM
198500199,MANHATTAN,.,.,.,I O W 149 ST AND AMSTERDAM A,NEW YORK,.,NEW YORK,Intersection,W 149 ST AND AMSTERDAM A
198543649,MANHATTAN,1722,69,290,LENOX AVENUE,NEW YORK,10027,NEW YORK,Full Address,290 LENOX AVENUE
198543658,MANHATTAN,1722,69,290,LENOX AVENUE,NEW YORK,10027,NEW YORK,Full Address,290 LENOX AVENUE
198625296,MANHATTAN,.,.,.,S E CORNER OF ST NICHOLAS AV,NEW YORK,.,NEW YORK,Intersection,S E CORNER OF ST AND NICHOLAS AV
198629806,MANHATTAN,.,.,.,N E CO W 178 ST WADSWORTH AV,NEW YORK,.,NEW YORK,Intersection,N E CO W 178 ST AND WADSWORTH AV
198692048,MANHATTAN,1203,7502,291,CENTRAL PARK WEST,NEW YORK,10024,NEW YORK,Full Address,291 CENTRAL PARK WEST
198713112,MANHATTAN,.,.,3985,BROADWAY,NEW YORK,10032,.,Full Address,3985 BROADWAY
198713121,MANHATTAN,.,.,3985,BROADWAY,NEW YORK,10032,.,Full Address,3985 BROADWAY
198717687,MANHATTAN,.,.,177,FORT WASHINGTON,NEW YORK,10032,NEW YORK,Full Address,177 FORT WASHINGTON
198719025,MANHATTAN,.,.,.,W 177 ST BROADWAY,NEW YORK,.,NEW YORK,Intersection,W 177 ST AND ST BROADWAY
198728970,STATEN IS,.,.,.,I O RICHMOND AVE FOREST HILL,STATEN ISLAND,.,NEW YORK,Intersection,RICHMOND AVE AND FOREST HILL
198731538,STATEN IS,.,.,.,TAFT AVE JERSEY STREET,STATEN ISLAND,.,NEW YORK,Intersection,TAFT AVE AND JERSEY STREET
198742620,STATEN IS,.,.,.,I O BARETT AVE DECKER AVE,STATEN ISLAND,.,NEW YORK,Intersection,BARETT AVE AND DECKER AVE
198759029,STATEN IS,.,.,.,RICHMOND AVE RICHMOND HILL R,STATEN ISLAND,.,NEW YORK,Intersection,RICHMOND AVE AND RICHMOND HILL R
198825752,STATEN IS,.,.,.,FOREST AVE BROADWAY,STATEN ISLAND,.,NEW YORK,Intersection,FOREST AVE AND BROADWAY
198863327,STATEN IS,.,.,.,CLOVE RD WOODLAWN AVE,STATEN ISLAND,.,NEW YORK,Intersection,CLOVE RD AND WOODLAWN AVE
198863336,STATEN IS,.,.,.,C O HYLAN BLVD NORWAY AVE,STATEN ISLAND,.,NEW YORK,Intersection,HYLAN BLVD AND NORWAY AVE
198876069,STATEN IS,.,.,.,I O BRADLEY AVE SOUTH GANNON,STATEN ISLAND,.,NEW YORK,Intersection,BRADLEY AVE AND SOUTH GANNON
198891698,STATEN IS,.,.,.,RICHMOND AVE PETRUS AVE,STATEN ISLAND,.,NEW YORK,Intersection,RICHMOND AVE AND PETRUS AVE
198909985,STATEN IS,.,.,.,N E C O GENESSE AVE RICHMOND,STATEN ISLAND,.,NEW YORK,Intersection,GENESSE AVE AND RICHMOND
198928795,QUEENS,.,.,.,E B ON 80TH STREET,QUEENS,.,NEW YORK,Insufficient Information,ON 80TH STREET
198929051,QUEENS,.,.,.,I O MAURICE AVE BORDEN AVE,QUEENS,.,NEW YORK,Intersection,MAURICE AVE AND BORDEN AVE
198953480,QUEENS,.,.,.,S B 56 STREET INTERSECTION O,QUEENS,.,NEW YORK,Intersection,56 STREET AND INTERSECTION O
198980724,QUEENS,1483,44,95-31,ROOSEVELT AVENUE,JACKSON HEIGHTS,11372,NEW YORK,Full Address,95-31 ROOSEVELT AVENUE
198982044,QUEENS,.,.,.,I O QUEENS BOULEVARD AND GRA,QUEENS,.,NEW YORK,Intersection,QUEENS BOULEVARD AND GRA
198989369,QUEENS,.,.,.,WOODHAVEN BLVD QUEENS BLVD,QUEENS,.,NEW YORK,Intersection,WOODHAVEN BLVD AND QUEENS BLVD
199002330,QUEENS,.,.,.,39 BLVD FRANCIS LEWIS BLVD,QUEENS,.,NEW YORK,Intersection,39 BLVD AND FRANCIS LEWIS BLVD
199005328,QUEENS,.,.,.,C O 253 ST 58 AVE,QUEENS,.,NEW YORK,Intersection,253 ST AND 58 AVE
199017500,QUEENS,.,.,.,I O HORACE HARDING EXPRESSWA,QUEENS,.,NEW YORK,Insufficient Information,HORACE HARDING EXPRESSWA
199045936,QUEENS,.,.,.,I O OF 34 AVE 105 STREET,QUEENS,.,NEW YORK,Intersection,OF 34 AVE AND 105 STREET
199046349,QUEENS,.,.,.,98 STREET 35 AVENUE,QUEENS,.,NEW YORK,Intersection,98 STREET AND 35 AVENUE
199058540,QUEENS,.,.,35-13,11 STREET,ASTORIA,11106,NEW YORK,Full Address,35-13 11 STREET
199078550,QUEENS,.,.,.,EAST BOUND 35 AVE I O CLEARV,QUEENS,.,NEW YORK,Intersection,EAST BOUND 35 AVE AND CLEARV
199082492,QUEENS,.,.,.,I O WOODHAVEN BLVD AT BOOTH,QUEENS,.,NEW YORK,Intersection,WOODHAVEN BLVD AND BOOTH
199165130,QUEENS,.,.,.,I O GRAND AVE HASPEL ST,QUEENS,.,NEW YORK,Intersection,GRAND AVE AND HASPEL ST
199206545,QUEENS,.,.,.,150 ST NORTHERN BLVD,QUEENS,.,NEW YORK,Intersection,150 ST AND NORTHERN BLVD
199208379,QUEENS,5037,8,133-36,ROOSEVELT AVENUE,FLUSHING,11354,NEW YORK,Full Address,133-36 ROOSEVELT AVENUE
199208388,QUEENS,5037,8,133-36,ROOSEVELT AVENUE,FLUSHING,11354,NEW YORK,Full Address,133-36 ROOSEVELT AVENUE
199217783,QUEENS,.,.,.,150 ST ROOSEVELT,QUEENS,.,NEW YORK,Intersection,150 ST AND ROOSEVELT
199218737,QUEENS,.,.,.,FRANKLIN AVENUE MAIN STREET,QUEENS,.,NEW YORK,Insufficient Information,FRANKLIN AVENUE MAIN STREET
199225694,QUEENS,.,.,.,35 AVENUE AND COLLEGE POINT,QUEENS,.,NEW YORK,Intersection,35 AVENUE AND COLLEGE POINT
199228352,QUEENS,.,.,.,NW C O OF SAULL ST AVERY AVE,QUEENS,.,NEW YORK,Intersection,NW AND OF SAULL ST AVERY AVE
199231075,QUEENS,.,.,.,21 ST AND HOYT AV SOUTH,QUEENS,.,NEW YORK,Intersection,21 ST AND HOYT AV SOUTH
199244953,QUEENS,.,.,.,NORTHERN BLVD AND 146 STREET,QUEENS,.,NEW YORK,Intersection,NORTHERN BLVD AND 146 STREET
199246109,QUEENS,.,.,.,156 STREET NORTHERN BLVD,QUEENS,.,NEW YORK,Intersection,156 STREET AND NORTHERN BLVD
199246567,QUEENS,.,.,.,KISSENA BLVD ROSE AVE,QUEENS,.,NEW YORK,Intersection,KISSENA BLVD AND ROSE AVE
199248996,QUEENS,.,.,.,KISSENA BLVD HOLLY AVE,QUEENS,.,NEW YORK,Intersection,KISSENA BLVD AND HOLLY AVE
199260106,QUEENS,4962,1,39-02,COLLEGE POINT BOULEVARD,FLUSHING,11354,NEW YORK,Full Address,39-02 COLLEGE POINT BOULEVARD
199261462,QUEENS,.,.,.,MAIN STREET PECK AVE,QUEENS,.,NEW YORK,Intersection,MAIN STREET AND PECK AVE
199364761,QUEENS,.,.,.,120 STREET LIBERTY AVE,QUEENS,.,NEW YORK,Intersection,120 STREET AND LIBERTY AVE
199366009,QUEENS,.,.,.,104 STREET AND LIBERTY AVE,QUEENS,.,NEW YORK,Intersection,104 STREET AND LIBERTY AVE
199376257,QUEENS,.,.,.,HILLSIDE AVE HOLLIS COURT BL,QUEENS,.,NEW YORK,Intersection,HILLSIDE AVE AND HOLLIS COURT BL
199428745,QUEENS,.,.,.,147 AVE 228 ST,QUEENS,.,NEW YORK,Intersection,147 AVE AND 228 ST
199435547,QUEENS,9818,62,166-18,HILLSIDE AVENUE,JAMAICA,11432,NEW YORK,Full Address,166-18 HILLSIDE AVENUE
199454595,QUEENS,.,.,.,111 AVE 117 STREET,QUEENS,.,NEW YORK,Intersection,111 AVE AND 117 STREET
199513582,QUEENS,.,.,.,N E C O REDFERN AVE AND NAME,QUEENS,.,NEW YORK,Intersection,REDFERN AVE AND NAME
199537544,QUEENS,.,.,.,C O 127 ST JAMAICA AVE,QUEENS,.,NEW YORK,Intersection,127 ST AND JAMAICA AVE
199616625,QUEENS,.,.,.,E B 101 AVE 123 STREET,QUEENS,.,NEW YORK,Intersection,101 AVE AND 123 STREET
199627533,QUEENS,.,.,.,N B CROSS BAY BLVD AT 158 AV,QUEENS,.,NEW YORK,Intersection,CROSS BAY BLVD AND 158 AV
199656207,QUEENS,.,.,.,JAMAICA AVE AT 90 STREET,QUEENS,.,NEW YORK,Intersection,JAMAICA AVE AND 90 STREET
199656225,QUEENS,9346,51,89-07,LEFFERTS BOULEVARD,RICHMOND HILL,11418,NEW YORK,Full Address,89-07 LEFFERTS BOULEVARD
199679078,QUEENS,.,.,.,FARMERS BLVD 182 ST,QUEENS,.,NEW YORK,Intersection,FARMERS BLVD AND 182 ST
199732098,BROOKLYN,.,.,.,BEDFORD AVE AVE L,BROOKLYN,.,NEW YORK,Intersection,BEDFORD AVE AND AVE L
199753539,BROOKLYN,.,.,.,64 STREET 5 AVE,BROOKLYN,.,NEW YORK,Intersection,64 STREET AND 5 AVE
199776895,BROOKLYN,5125,69,1050,FLATBUSH AVENUE,BROOKLYN,11226,NEW YORK,Full Address,1050 FLATBUSH AVENUE
199799445,BROOKLYN,.,.,.,S E CORTELYOU RD I O E 38TH,BROOKLYN,.,NEW YORK,Intersection,S E CORTELYOU RD AND E 38TH
199811554,BROOKLYN,.,.,.,E 18 ST AVE K,BROOKLYN,.,NEW YORK,Intersection,E 18 ST AND ST AVE K
199813222,BROOKLYN,5236,26,1525,FOSTER AVENUE,BROOKLYN,11226,NEW YORK,Full Address,1525 FOSTER AVENUE
199815532,BROOKLYN,.,.,.,W B AVE I INTER NOSTRAND AVE,BROOKLYN,.,NEW YORK,Insufficient Information,AVE I INTER NOSTRAND AVE
199865032,BROOKLYN,.,.,.,N B E 36 STREET I O W B FILL,BROOKLYN,.,NEW YORK,Intersection,E 36 STREET AND W B FILL
199902762,BROOKLYN,.,.,.,REMSEN AVENUE I O GLENWOOD R,BROOKLYN,.,NEW YORK,Intersection,REMSEN AVENUE AND GLENWOOD R
199906026,BROOKLYN,.,.,.,S E C O FLATLANDS AVE AND RA,BROOKLYN,.,NEW YORK,Intersection,FLATLANDS AVE AND RA
199906970,BROOKLYN,.,.,.,I O REMSEN AVE AVE J,BROOKLYN,.,NEW YORK,Intersection,REMSEN AVE AND AVE J
199913863,BROOKLYN,.,.,.,C O 85 STREET STILLWELL AVEN,BROOKLYN,.,NEW YORK,Intersection,85 STREET AND STILLWELL AVEN
199918328,BROOKLYN,.,.,.,E B 83 ST I O 20 AVE,BROOKLYN,.,NEW YORK,Intersection,83 ST AND 20 AVE
199918337,BROOKLYN,.,.,.,I O 86 ST AND NEW UTRECHT AV,BROOKLYN,.,NEW YORK,Intersection,86 ST AND NEW UTRECHT AV
199918346,BROOKLYN,.,.,.,S B BAY PARKWAY AND W B 86 S,BROOKLYN,.,NEW YORK,Intersection,BAY PARKWAY AND W B 86 S
199925321,BROOKLYN,.,.,.,S B E 59 ST AND AVE U,BROOKLYN,.,NEW YORK,Intersection,E 59 ST AND AVE U
199938870,MANHATTAN,.,.,.,W 34 6TH AVENUE,NEW YORK,.,NEW YORK,Intersection,W 34 ST AND 6TH AVENUE
199938889,MANHATTAN,.,.,.,34 ST 6 AVE,NEW YORK,.,NEW YORK,Intersection,34 ST AND 6 AVE
199938898,MANHATTAN,.,.,.,W 34 6TH AVENUE,NEW YORK,.,NEW YORK,Intersection,W 34 ST AND 6TH AVENUE
199957149,BROOKLYN,.,.,.,I O UTICA AVE AND RUTLAND RD,BROOKLYN,.,NEW YORK,Intersection,UTICA AVE AND RUTLAND RD
199975930,BROOKLYN,.,.,4502,NEW UTRECHT AVENUE,BROOKLYN,11219,NEW YORK,Full Address,4502 NEW UTRECHT AVENUE
200036825,BROOKLYN,1003,1,453,3 AVENUE,BROOKLYN,11215,NEW YORK,Full Address,453 3 AVENUE
200050025,BROOKLYN,.,.,.,47 STREET 8 AVE,BROOKLYN,.,NEW YORK,Intersection,47 STREET AND 8 AVE
200061988,BROOKLYN,.,.,.,15TH AVE 46 ST,BROOKLYN,.,NEW YORK,Intersection,15TH AVE AND 46 ST
200064590,BROOKLYN,.,.,.,39TH ST I O 13TH AVE,BROOKLYN,.,NEW YORK,Intersection,39TH ST AND 13TH AVE
200066305,BROOKLYN,5716,43,6014,11 AVENUE,BROOKLYN,11219,NEW YORK,Full Address,6014 11 AVENUE
200129299,BROOKLYN,.,.,.,6 AVENUE I O 67 STREET,BROOKLYN,.,NEW YORK,Intersection,6 AVENUE AND 67 STREET
200133277,BROOKLYN,.,.,.,48 STREET I O 3 AVENUE,BROOKLYN,.,NEW YORK,Intersection,48 STREET AND 3 AVENUE
200180806,BROOKLYN,.,.,.,AVENUE V AND GERRITSEN AVENU,BROOKLYN,.,NEW YORK,Intersection,AVENUE V AND GERRITSEN AVENU
200195582,BROOKLYN,.,.,.,C O EMPIRE BLVD FRANKLIN AVE,BROOKLYN,.,NEW YORK,Intersection,EMPIRE BLVD AND FRANKLIN AVE
200216125,BROOKLYN,.,.,.,E B QUENTIN RD I O S B BEDFO,BROOKLYN,.,NEW YORK,Intersection,QUENTIN RD AND S B BEDFO
200264094,BROOKLYN,.,.,.,80 STREET AND 19 AVE,BROOKLYN,.,NEW YORK,Intersection,80 STREET AND 19 AVE
200267037,BROOKLYN,.,.,.,AVE S I O VAN SICKEN ST,BROOKLYN,.,NEW YORK,Intersection,AVE S AND VAN SICKEN ST
200280484,BROOKLYN,.,.,.,AVENUE Z DEAN AVENUE N E CO,BROOKLYN,.,NEW YORK,Insufficient Information,AVENUE Z DEAN AVENUE N E CO
200295316,MANHATTAN,.,.,.,BROADWAY W 35 STREET,NEW YORK,.,NEW YORK,Intersection,BROADWAY AND W 35 STREET
200295352,MANHATTAN,.,.,.,W 33 ST 7 AVE,NEW YORK,.,NEW YORK,Intersection,W 33 ST AND ST 7 AVE
200312870,QUEENS,.,.,.,I O COLLEGE PT BLVD 30 AVE,QUEENS,.,NEW YORK,Intersection,COLLEGE PT BLVD AND 30 AVE
200345806,BRONX,.,.,.,EAST TREMONT AVE UNIONPORT R,BRONX,.,NEW YORK,Intersection,EAST TREMONT AVE AND UNIONPORT R
200348400,BRONX,.,.,.,E TREMONT AVE SAINT LAWRENCE,BRONX,.,NEW YORK,Intersection,E TREMONT AVE AND SAINT LAWRENCE
200432587,BRONX,.,.,.,RIVER AVE E 153 STREET,BRONX,.,NEW YORK,Intersection,RIVER AVE AND E 153 STREET
200440608,BRONX,.,.,1491W,WESTCHESTER AVENUE,BRONX,10472,NEW YORK,Full Address,1491W WESTCHESTER AVENUE
200447538,BRONX,.,.,.,RANDALL AVE CASTLE HILL AVE,BRONX,.,NEW YORK,Intersection,RANDALL AVE AND CASTLE HILL AVE
200447547,BRONX,.,.,.,RANDALL AVE ROSEDALE AVE,BRONX,.,NEW YORK,Intersection,RANDALL AVE AND ROSEDALE AVE
200453267,BRONX,.,.,.,NE CORNER CASTLE HILL AVE CR,BRONX,.,NEW YORK,Intersection,NE CORNER CASTLE HILL AVE AND CR
200475560,BRONX,.,.,.,WEST 183 ST AQUEDUCT AVE,BRONX,.,NEW YORK,Intersection,WEST 183 ST AND ST AQUEDUCT AVE
200478026,BRONX,.,.,.,BAINBRIDGE AVE VAN CORTLANDT,BRONX,.,NEW YORK,Intersection,BAINBRIDGE AVE AND VAN CORTLANDT
200487751,BRONX,2898,1,1692,WEBSTER AVENUE,BRONX,10457,NEW YORK,Full Address,1692 WEBSTER AVENUE
200489200,BRONX,2353,32,635,WALTON AVENUE,BRONX,10451,NEW YORK,Full Address,635 WALTON AVENUE
200608504,BRONX,.,.,.,WILLIAMSBRIDGE RD WARING AVE,BRONX,.,NEW YORK,Intersection,WILLIAMSBRIDGE RD AND WARING AVE
200646170,QUEENS,.,.,.,I O WELLING COURT MAIN AVE,QUEENS,.,NEW YORK,Intersection,WELLING COURT AND MAIN AVE
200646739,BRONX,4205,30,1225,MORRIS PARK AVENUE,BRONX,10461,NEW YORK,Full Address,1225 MORRIS PARK AVENUE
200664696,BRONX,.,.,.,W B MACOMBS DAM BRIDGE MAJOR,BRONX,.,NEW YORK,Insufficient Information,MACOMBS DAM BRIDGE MAJOR
200664705,BRONX,.,.,.,NELSON AVE W 169 ST SOUTHSID,BRONX,.,NEW YORK,Intersection,NELSON AVE AND W 169 ST SOUTHSID
200695523,BRONX,.,.,.,S B BAILEY AVENUE AT W KINGS,BRONX,.,NEW YORK,Intersection,BAILEY AVENUE AND W KINGS
200731219,BRONX,.,.,.,MOSHOLU PARKWAY AND BAINBRID,BRONX,.,NEW YORK,Intersection,MOSHOLU PARKWAY AND BAINBRID
200742228,BRONX,2963,149,785,JENNINGS STREET,BRONX,10459,NEW YORK,Full Address,785 JENNINGS STREET
200830310,BRONX,.,.,.,INDEPENDENCE AVE WEST 232 ST,BRONX,.,NEW YORK,Intersection,INDEPENDENCE AVE AND WEST 232 ST
200926285,NOT NYC,.,.,3485,BOSTON ROAD,.,.,NEW YORK,Full Address,3485 BOSTON ROAD
200954472,BRONX,2677,70,830,EAST 163 STREET,BRONX,10459,NEW YORK,Full Address,830 EAST 163 STREET
201014743,BRONX,.,.,.,PELHAM PARKWAY NORTH WILLIAM,BRONX,.,NEW YORK,Intersection,PELHAM PARKWAY AND NORTH WILLIAM
201077910,MANHATTAN,.,.,.,W 45 ST 7TH AVE N W CORNER,NEW YORK,.,NEW YORK,Intersection,W 45 ST AND ST 7TH AVE
201081430,BROOKLYN,.,.,.,N W CORNER OF MALTA ST LINDE,BROOKLYN,.,NEW YORK,Intersection,N W CORNER OF MALTA ST AND LINDE
201101066,BROOKLYN,.,.,.,NEW LOTS AVE AND JUNIUS ST,BROOKLYN,.,NEW YORK,Intersection,NEW LOTS AVE AND JUNIUS ST
201119261,BROOKLYN,.,.,.,JORALEMON AND FURMAN ST,BROOKLYN,.,NEW YORK,Intersection,JORALEMON AND FURMAN ST
201126402,NOT NYC,.,.,.,BROADWAY W 35 ST,.,.,.,Intersection,BROADWAY AND W 35 ST
201164581,BROOKLYN,.,.,.,C O BERGEN ST ALBANY AVE,BROOKLYN,.,NEW YORK,Intersection,BERGEN ST AND ALBANY AVE
201227034,NOT NYC,.,.,.,W 34 6 AVE,.,.,.,Intersection,W 34 ST AND 6 AVE
201227061,MANHATTAN,.,.,.,WEST 34 STREET 7TH AVE,NEW YORK,.,NEW YORK,Intersection,WEST 34 ST AND STREET 7TH AVE
201227117,MANHATTAN,.,.,.,WEST 34 STREET BROADWAY,NEW YORK,.,NEW YORK,Intersection,WEST 34 ST AND STREET BROADWAY
201227153,MANHATTAN,.,.,.,WEST 34 STREET BROADWAY,NEW YORK,.,NEW YORK,Intersection,WEST 34 ST AND STREET BROADWAY
201227162,MANHATTAN,.,.,.,WEST 34 STREET 7TH AVE,NEW YORK,.,NEW YORK,Intersection,WEST 34 ST AND STREET 7TH AVE
201227227,NOT NYC,.,.,.,W 34 AND 6 AVE,.,.,.,Intersection,W 34 AND 6 AVE
201227236,NOT NYC,.,.,.,W 34 6 AVE,.,.,.,Intersection,W 34 ST AND 6 AVE
201287195,BROOKLYN,.,.,.,INTERSECTION OF TILLARY ST N,BROOKLYN,.,NEW YORK,Intersection,INTERSECTION OF TILLARY ST AND N
201313036,BROOKLYN,.,.,.,BUFFALO AVE PARK PLACE,BROOKLYN,.,NEW YORK,Intersection,BUFFALO AVE AND PARK PLACE
201334540,BROOKLYN,.,.,.,MAUJER ST HUMBOLDT ST,BROOKLYN,.,NEW YORK,Intersection,MAUJER ST AND HUMBOLDT ST
201354084,BROOKLYN,.,.,.,JAY ST TILLARY ST,BROOKLYN,.,NEW YORK,Intersection,JAY ST AND TILLARY ST
201378302,BROOKLYN,.,.,.,E B MEEKER AVE I O VANDERVOO,BROOKLYN,.,NEW YORK,Intersection,MEEKER AVE AND VANDERVOO
201440241,BROOKLYN,1649,1,357,MARCUS GARVEY BOULEVARD,BROOKLYN,11221,NEW YORK,Full Address,357 MARCUS GARVEY BOULEVARD
201446888,NOT NYC,.,.,333,PULASKI ST,.,.,NEW YORK,Full Address,333 PULASKI ST
201468466,BROOKLYN,1854,146,1431,FULTON STREET,BROOKLYN,11216,NEW YORK,Full Address,1431 FULTON STREET
201474415,BROOKLYN,.,.,.,BROADWAY LAFAYETTE,BROOKLYN,.,NEW YORK,Intersection,BROADWAY AND LAFAYETTE
201493876,BROOKLYN,.,.,.,KNICKERBOCKER AVE HART ST,BROOKLYN,.,NEW YORK,Intersection,KNICKERBOCKER AVE AND HART ST
201494233,BROOKLYN,.,.,.,S E C O JEFFERSON ST AND BRO,BROOKLYN,.,NEW YORK,Intersection,JEFFERSON ST AND BRO
201504912,BROOKLYN,.,.,.,PROSPECT PLACE AND UNDERHILL,BROOKLYN,.,NEW YORK,Intersection,PROSPECT PLACE AND UNDERHILL
201530230,BROOKLYN,.,.,.,W B DEKALB AVE S ELLIOT PL,BROOKLYN,.,NEW YORK,Intersection,DEKALB AVE AND S ELLIOT PL
201562231,BROOKLYN,.,.,.,DEKALB MARCUS GARVEY,BROOKLYN,.,NEW YORK,Insufficient Information,DEKALB MARCUS GARVEY
201573781,BROOKLYN,.,.,.,MARCUS GARVEY FULTON STREET,BROOKLYN,.,NEW YORK,Insufficient Information,MARCUS GARVEY FULTON STREET
201587174,BROOKLYN,.,.,.,I O SCHENK AVE ATLANTIC AVE,BROOKLYN,.,NEW YORK,Intersection,SCHENK AVE AND ATLANTIC AVE
201775449,MANHATTAN,.,.,.,C O 185 ST ST NICHOLAS AVE,NEW YORK,.,NEW YORK,Intersection,185 ST AND ST NICHOLAS AVE
202082944,QUEENS,490,101,21-Apr,ASTORIA BOULEVARD,ASTORIA,11102,NEW YORK,Full Address,21-Apr ASTORIA BOULEVARD
202253820,QUEENS,465,1,41-05,VERNON BOULEVARD,LONG ISLAND CIT,11101,NEW YORK,Full Address,41-05 VERNON BOULEVARD
202862752,QUEENS,.,.,.,62 DRIVE AND 99 STREET,QUEENS,.,NEW YORK,Intersection,62 DRIVE AND 99 STREET
202865026,QUEENS,.,.,.,71 RD 110 STREET,QUEENS,.,NEW YORK,Intersection,71 RD AND 110 STREET
202874000,QUEENS,.,.,.,35 AVE AND UNION STREET,QUEENS,.,NEW YORK,Intersection,35 AVE AND UNION STREET
202931118,QUEENS,.,.,.,57 AVENUE QUEENS BLVD,QUEENS,.,NEW YORK,Insufficient Information,57 AVENUE QUEENS BLVD
202939624,QUEENS,.,.,.,BRITTON AVE BROADWAY,QUEENS,.,NEW YORK,Intersection,BRITTON AVE AND BROADWAY
202960652,MANHATTAN,.,.,.,C O W 45 7TH AVE,NEW YORK,.,NEW YORK,Intersection,W 45 ST AND 7TH AVE
203001316,MANHATTAN,.,.,.,W 83 ST BROADWAY,NEW YORK,.,NEW YORK,Intersection,W 83 ST AND ST BROADWAY
203034343,QUEENS,.,.,.,N E CORNER OF PARSONS BLVD A,QUEENS,.,NEW YORK,Intersection,N E CORNER OF PARSONS BLVD AND A
203038770,QUEENS,10090,21,107-05,SUTPHIN BOULEVARD,JAMAICA,11435,NEW YORK,Full Address,107-05 SUTPHIN BOULEVARD
